CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
369;JAMON PRAGA SUPER CERDO                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;JAMON PRAGsuper cerd;S;0;2916
370;JAMON ACAR.SUPER CERDO                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;jamon acarsuper cerd;S;0;3790
371;JAMON ACAR.PAVO SAN PABLO               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;JAMON ACAR.PAVO SAN ;S;0;3920
374;LECHE SABOR 200CC.COLUN                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;LECHE SABOR 200CC.CO; ;0;240
376;NECTAR NARAN.200CC.COLUN UNIDAD         ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;NECTAR COLUN 200CC. ; ;0;190
379;CHAMPINON LAMIN.2.84K.GHOSH GALON       ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;CHAMPINON 2.84 lamin; ;0;3740
382;AZUCAR 10*1 SAN ISIDRO                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;AZUCAR                                  ;                                        ;ACTIVO                                  ;S;S;N;AZUCAR 10*san isidro; ;0;5540
383;AZUCAR KILO SAN ISIDRO                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;AZUCAR                                  ;                                        ;ACTIVO                                  ;S;S;N;AZUCAR kg.san isidro; ;0;590
384;LECHE CHOC.6*200ML.ZEROLACTO            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche choc6*200ml.ze; ;0;1400
385;MANTEQUILLA 250G.COLUN                  ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;MANTEQUILLA 250G.COL; ;0;1250
386;CHAMPINON 400G.GHOSH ENT.               ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CHAMPINON 400G.GHOSH; ;0;855
387;CHAMPINON 184G.GHOSH ENTERO             ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CHAMPINON 184G.GHOSH; ;0;490
389;SARDINA DESM.170G.GHOSH                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;SARDINA 170G.GHOSH  ; ;0;290
390;ACETO BALS.500ML.SLEMAN                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;ACETO BALS.SLEMAN 1/; ;0;1895
393;PURE PAPAS 125G.MAGGI                   ;7802950000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;PURE PAPAS 125G.magg; ;0;675
397;PAPAS DUQUESA 2.5 KGS.                  ;5410380000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;PAPAS DUQUESA 2.5 KG; ;0;3395
398;POROTO BCO.CAJ.380G.WASIL               ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;POROTO BCO.CAJ.380G.; ;0;420
399;ACEITE FREIR BELMONT LT.                ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite frebelmont.lt; ;0;2010
401;ACETO BALS.250ML.TERRA SANTA            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ACETO BALS.250ML.TER; ;0;1220
